"ID","Local","Irradiance_[W/m^2]","T_ambient_[Degrees Celsius]","T_ground_[Degrees Celsius]","Wind_[m/s]","Cloud_[okta]","Pressure_[Pa]","Rain_[mm/hr]","Diffuse_[W/m^2]","Direct_[W/m^2]","Elevation_[Degrees]","Azimuth_[Degrees]"
1,"0000-01-01 00:30:00",0,2.918,1.973,6.504,6.763,101383.575,0.041,0,0,-58.026,23.572
2,"0000-01-01 01:30:00",0,2.911,2,6.597,6.232,101378.428,0.062,0,0,-52.884,46.303
3,"0000-01-01 02:30:00",0,2.925,2.008,6.816,6.657,101364.527,0.069,0,0,-45.525,64.282
4,"0000-01-01 03:30:00",0,2.924,1.982,6.926,7.18,101355.058,0.09,0,0,-37.043,78.833
5,"0000-01-01 04:30:00",0,2.86,1.953,6.8,7.294,101340.119,0.163,0,0,-28.135,91.379
6,"0000-01-01 05:30:00",0,2.85,1.978,6.812,6.433,101344.324,0.106,0,0,-19.264,102.945
7,"0000-01-01 06:30:00",0,2.79,1.988,6.774,5.841,101363.957,0.116,0,0,-10.787,114.23
8,"0000-01-01 07:30:00",0.378,2.69,1.994,6.706,6.265,101392.489,0.078,0.377,0.001,-3.038,125.741
9,"0000-01-01 08:30:00",16.876,2.753,2.003,6.7,6.325,101418.205,0.114,15.413,1.462,3.636,137.822
10,"0000-01-01 09:30:00",55.727,3.188,2.095,6.837,6.253,101433.186,0.084,43.585,12.142,8.867,150.669
11,"0000-01-01 10:30:00",85.189,3.638,2.238,6.997,6.563,101418.98,0.11,63.54,21.65,12.302,164.263
12,"0000-01-01 11:30:00",100.097,4.011,2.364,6.928,6.338,101393.225,0.073,73.349,26.751,13.657,178.353
13,"0000-01-01 12:30:00",96.236,4.199,2.402,6.963,6.001,101366.98,0.067,66.965,29.273,12.814,192.498
14,"0000-01-01 13:30:00",73.62,4.156,2.402,6.878,5.513,101345.349,0.095,52.764,20.856,9.849,206.242
15,"0000-01-01 14:30:00",33.682,3.792,2.363,6.763,5.699,101344.567,0.129,27.124,6.557,5.009,219.276
16,"0000-01-01 15:30:00",3.113,3.316,2.234,6.64,5.972,101341.581,0.197,3.069,0.043,-1.358,231.531
17,"0000-01-01 16:30:00",0,3.161,2.159,6.45,6.2,101334.481,0.132,0,0,-8.885,243.153
18,"0000-01-01 17:30:00",0,3.083,2.151,6.544,6.176,101316.562,0.137,0,0,-17.219,254.459
19,"0000-01-01 18:30:00",0,3.065,2.092,6.745,6.001,101303.951,0.353,0,0,-26.025,265.915
20,"0000-01-01 19:30:00",0,3.07,2.034,6.585,6.405,101289.215,0.271,0,0,-34.953,278.163
21,"0000-01-01 20:30:00",0,3.084,1.952,6.725,6.8,101271.258,0.175,0,0,-43.579,292.145
22,"0000-01-01 21:30:00",0,3.137,1.91,6.825,6.873,101256.033,0.186,0,0,-51.271,309.191
23,"0000-01-01 22:30:00",0,3.141,1.903,6.935,7.122,101243.013,0.14,0,0,-57.033,330.758
24,"0000-01-01 23:30:00",0,3.077,1.852,7.002,6.85,101230.319,0.269,0,0,-59.548,317.896
25,"0000-01-02 00:30:00",0,3.062,1.881,7.117,6.711,101222.452,0.133,0,0,-57.975,23.334
26,"0000-01-02 01:30:00",0,2.931,1.875,7.017,6.424,101222.002,0.117,0,0,-52.862,46.079
27,"0000-01-02 02:30:00",0,2.868,1.865,7.135,6.351,101208.865,0.2,0,0,-45.521,64.087
28,"0000-01-02 03:30:00",0,2.855,1.837,7.216,5.915,101190.52,0.147,0,0,-37.047,78.661
29,"0000-01-02 04:30:00",0,2.904,1.848,7.318,5.714,101178.154,0.157,0,0,-28.142,91.223
30,"0000-01-02 05:30:00",0,2.876,1.869,7.079,5.976,101178.563,0.168,0,0,-19.267,102.801
31,"0000-01-02 06:30:00",0,2.911,1.905,6.897,6.057,101205.296,0.158,0,0,-10.783,114.09
32,"0000-01-02 07:30:00",0.323,2.807,1.907,6.743,6.179,101241.134,0.157,0.323,0,-3.023,125.605
33,"0000-01-02 08:30:00",19.198,2.996,1.92,6.578,5.829,101285.381,0.116,16.961,2.234,3.665,137.687
34,"0000-01-02 09:30:00",60.025,3.478,2.109,6.606,5.979,101315.952,0.092,46.693,13.333,8.913,150.537
35,"0000-01-02 10:30:00",99.115,3.979,2.298,6.644,5.364,101321.664,0.11,67.263,31.852,12.367,164.139
36,"0000-01-02 11:30:00",119.41,4.371,2.494,6.915,5.657,101312.926,0.103,73.243,46.167,13.742,178.24
37,"0000-01-02 12:30:00",107.041,4.45,2.558,6.982,5.832,101308.151,0.119,64.985,42.058,12.915,192.401
38,"0000-01-02 13:30:00",77.262,4.336,2.533,6.826,5.959,101321.17,0.154,50.541,26.721,9.963,206.162
39,"0000-01-02 14:30:00",34.83,3.927,2.445,6.439,5.582,101346.723,0.163,26.374,8.458,5.133,219.213
40,"0000-01-02 15:30:00",3.489,3.492,2.333,6.169,5.629,101374.151,0.161,3.466,0.023,-1.228,231.482
41,"0000-01-02 16:30:00",0,3.226,2.262,6.265,5.719,101396.354,0.113,0,0,-8.75,243.116
42,"0000-01-02 17:30:00",0,3.031,2.248,6.346,5.461,101410.117,0.196,0,0,-17.083,254.429
43,"0000-01-02 18:30:00",0,2.913,2.15,6.439,5.355,101434.626,0.199,0,0,-25.888,265.888
44,"0000-01-02 19:30:00",0,2.762,2.069,6.482,5.531,101454.339,0.086,0,0,-34.816,278.132
45,"0000-01-02 20:30:00",0,2.756,1.979,6.611,5.314,101464.707,0.066,0,0,-43.444,292.1
46,"0000-01-02 21:30:00",0,2.747,1.854,6.758,5.714,101478.664,0.127,0,0,-51.139,309.115
47,"0000-01-02 22:30:00",0.005,2.564,1.697,6.808,5.364,101487.521,0.151,0.005,0,-56.914,330.623
48,"0000-01-02 23:30:00",0.005,2.54,1.53,6.879,5.722,101495.437,0.148,0.005,0,-59.455,317.692
49,"0000-01-03 00:30:00",0.003,2.513,1.517,6.977,5.705,101500.007,0.164,0.003,0,-57.915,23.095
50,"0000-01-03 01:30:00",0,2.534,1.517,6.986,5.994,101512.332,0.145,0,0,-52.832,45.852
51,"0000-01-03 02:30:00",0,2.492,1.5,7.047,5.857,101512.047,0.082,0,0,-45.509,63.887
52,"0000-01-03 03:30:00",0.002,2.475,1.474,7.06,6.003,101499.149,0.043,0.002,0,-37.044,78.485
53,"0000-01-03 04:30:00",0.007,2.496,1.423,7.113,6.412,101489.189,0.045,0.007,0,-28.141,91.063
54,"0000-01-03 05:30:00",0.002,2.481,1.433,7.091,6.334,101486.374,0.051,0.002,0,-19.264,102.651
55,"0000-01-03 06:30:00",0,2.458,1.471,7.11,6.062,101483.353,0.053,0,0,-10.772,113.946
56,"0000-01-03 07:30:00",0.308,2.49,1.516,7.194,6.503,101499.843,0.076,0.307,0,-3,125.465
57,"0000-01-03 08:30:00",17.899,2.716,1.588,7.325,6.368,101505.844,0.161,14.924,2.975,3.702,137.551
58,"0000-01-03 09:30:00",56.171,3.174,1.71,7.477,6.377,101506.824,0.153,41.652,14.519,8.968,150.405
59,"0000-01-03 10:30:00",90.617,3.572,1.853,7.788,6.396,101467.27,0.208,60.487,30.131,12.44,164.014
60,"0000-01-03 11:30:00",111.407,3.903,2.043,7.962,6.315,101413.734,0.158,72.067,39.34,13.834,178.128
61,"0000-01-03 12:30:00",97.816,4.103,2.166,7.982,6.323,101375.611,0.11,64.219,33.596,13.023,192.306
62,"0000-01-03 13:30:00",67.127,4.083,2.236,7.841,6.415,101357.245,0.182,46.304,20.823,10.083,206.086
63,"0000-01-03 14:30:00",32.053,3.719,2.239,7.636,6.514,101359.143,0.239,23.411,8.641,5.264,219.155
64,"0000-01-03 15:30:00",3.866,3.229,2.194,7.197,6.261,101365.151,0.28,3.784,0.081,-1.092,231.438
65,"0000-01-03 16:30:00",0,3.022,2.213,7.15,6.208,101365.722,0.084,0,0,-8.611,243.084
66,"0000-01-03 17:30:00",0,2.856,2.198,7.229,6.485,101377.028,0.229,0,0,-16.943,254.404
67,"0000-01-03 18:30:00",0,2.732,2.049,7.308,6.467,101376.948,0.154,0,0,-25.746,265.866
68,"0000-01-03 19:30:00",0,2.699,1.927,7.244,6.078,101385.07,0.072,0,0,-34.674,278.108
69,"0000-01-03 20:30:00",0,2.75,1.859,7.527,6.24,101386.011,0.054,0,0,-43.303,292.064
70,"0000-01-03 21:30:00",0,2.657,1.751,7.55,6.008,101379.686,0.062,0,0,-51.002,309.046
71,"0000-01-03 22:30:00",0,2.563,1.626,7.741,6.519,101375.73,0.064,0,0,-56.788,330.496
72,"0000-01-03 23:30:00",0,2.601,1.55,7.915,6.389,101364.389,0.063,0,0,-59.353,317.491
73,"0000-01-04 00:30:00",0,2.547,1.561,7.998,6.665,101349.981,0.059,0,0,-57.847,22.856
74,"0000-01-04 01:30:00",0,2.49,1.541,7.977,6.421,101346.713,0.071,0,0,-52.794,45.622
75,"0000-01-04 02:30:00",0,2.394,1.52,7.976,6.368,101336.852,0.123,0,0,-45.49,63.681
76,"0000-01-04 03:30:00",0,2.326,1.481,7.811,6.538,101308.486,0.136,0,0,-37.035,78.304
77,"0000-01-04 04:30:00",0,2.305,1.486,7.711,6.134,101291.711,0.125,0,0,-28.134,90.899
78,"0000-01-04 05:30:00",0,2.274,1.478,7.709,6.285,101281.915,0.16,0,0,-19.253,102.498
79,"0000-01-04 06:30:00",0,2.234,1.538,7.611,6.302,101289.058,0.208,0,0,-10.754,113.799
80,"0000-01-04 07:30:00",0.352,2.298,1.58,7.383,6.445,101304.975,0.163,0.352,0,-2.971,125.322
81,"0000-01-04 08:30:00",17.168,2.538,1.621,7.439,6.27,101314.442,0.118,15.648,1.52,3.746,137.412
82,"0000-01-04 09:30:00",55.838,2.976,1.725,7.552,6.474,101328.929,0.086,45.484,10.353,9.03,150.271
83,"0000-01-04 10:30:00",85.697,3.405,1.849,7.643,6.257,101313.906,0.03,64.26,21.437,12.52,163.89
84,"0000-01-04 11:30:00",94.327,3.668,1.929,7.857,6.834,101282.925,0.047,70.886,23.437,13.933,178.017
85,"0000-01-04 12:30:00",90.482,3.808,2.05,7.817,6.817,101245.75,0.089,67.92,22.562,13.136,192.234
86,"0000-01-04 13:30:00",64.489,3.862,2.145,7.673,6.85,101224.436,0.084,49.836,14.654,10.21,206.012
87,"0000-01-04 14:30:00",31.576,3.668,2.179,7.435,6.779,101217.228,0.102,25.47,6.106,5.4,219.101
88,"0000-01-04 15:30:00",3.471,3.353,2.162,7.269,6.343,101218.017,0.112,3.45,0.021,-0.95,231.4
89,"0000-01-04 16:30:00",0,3.093,2.225,7.222,6.498,101221.607,0.136,0,0,-8.468,243.057
90,"0000-01-04 17:30:00",0.003,2.89,2.304,7.368,6.441,101220.955,0.12,0.003,0,-16.797,254.386
91,"0000-01-04 18:30:00",0.009,2.8,2.205,7.44,6.158,101235.727,0.08,0.009,0,-25.6,265.852
92,"0000-01-04 19:30:00",0.012,2.649,2.068,7.298,5.971,101242.055,0.065,0.012,0,-34.527,278.091
93,"0000-01-04 20:30:00",0.007,2.48,1.928,7.36,6.086,101235.362,0.042,0.007,0,-43.156,292.035
94,"0000-01-04 21:30:00",0,2.39,1.747,7.545,5.972,101231.446,0.039,0,0,-50.858,308.986
95,"0000-01-04 22:30:00",0,2.249,1.582,7.539,5.914,101238.59,0.076,0,0,-56.656,330.375
96,"0000-01-04 23:30:00",0,2.099,1.415,7.405,5.63,101235.12,0.123,0,0,-59.243,317.295
97,"0000-01-05 00:30:00",0,1.987,1.301,7.361,5.831,101225.529,0.179,0,0,-57.771,22.617
98,"0000-01-05 01:30:00",0,1.921,1.213,7.264,5.932,101236.141,0.138,0,0,-52.748,45.388
99,"0000-01-05 02:30:00",0,1.932,1.138,7.31,5.952,101236.783,0.167,0,0,-45.464,63.472
100,"0000-01-05 03:30:00",0,2.001,1.104,7.245,6.478,101231.147,0.054,0,0,-37.017,78.118
101,"0000-01-05 04:30:00",0,2.069,1.073,7.182,6.347,101227.638,0.077,0,0,-28.121,90.73
102,"0000-01-05 05:30:00",0,2.042,0.99,7.047,6.163,101231.882,0.131,0,0,-19.235,102.34
103,"0000-01-05 06:30:00",0,2.038,1.099,7.049,6.061,101225.432,0.076,0,0,-10.73,113.649
104,"0000-01-05 07:30:00",0.589,2.031,1.203,7.113,6.145,101245.553,0.031,0.588,0.001,-2.936,125.177
105,"0000-01-05 08:30:00",19.23,2.298,1.309,7.187,6.343,101252.321,0.056,16.343,2.889,3.797,137.271
106,"0000-01-05 09:30:00",57.834,2.752,1.432,7.329,6.242,101256.893,0.093,42.682,15.154,9.1,150.136
107,"0000-01-05 10:30:00",87.84,3.158,1.585,7.429,6.236,101230.363,0.091,59.959,27.882,12.608,163.765
108,"0000-01-05 11:30:00",99.503,3.464,1.71,7.516,6.861,101185.464,0.115,66.234,33.266,14.04,177.908
109,"0000-01-05 12:30:00",89.296,3.563,1.87,7.546,6.859,101148.806,0.267,62.388,26.908,13.261,192.123
110,"0000-01-05 13:30:00",64.101,3.544,1.957,7.41,6.673,101129.182,0.278,44.741,19.36,10.343,205.942
111,"0000-01-05 14:30:00",28.343,3.325,2.039,7.196,6.837,101122.1,0.154,21.789,6.553,5.542,219.051
112,"0000-01-05 15:30:00",3.109,3.15,2.103,6.983,6.521,101126.896,0.163,3.094,0.017,-0.803,231.367
113,"0000-01-05 16:30:00",0,3.035,2.202,7,6.67,101127.761,0.144,0,0,-8.318,243.036
114,"0000-01-05 17:30:00",0,2.913,2.313,6.99,6.694,101126.085,0.106,0,0,-16.645,254.374
115,"0000-01-05 18:30:00",0,2.885,2.261,6.972,6.391,101129.514,0.082,0,0,-25.448,265.842
116,"0000-01-05 19:30:00",0,2.856,2.212,6.916,5.923,101135.92,0.101,0,0,-34.374,278.081
117,"0000-01-05 20:30:00",0,2.889,2.151,6.966,6.112,101138.872,0.084,0,0,-43.004,292.013
118,"0000-01-05 21:30:00",0,2.922,2.071,7.026,6.661,101135.322,0.094,0,0,-50.709,308.934
119,"0000-01-05 22:30:00",0,2.874,1.996,6.991,6.858,101139.731,0.07,0,0,-56.516,330.263
120,"0000-01-05 23:30:00",0,2.871,1.918,6.902,6.514,101129.323,0.102,0,0,-59.126,317.105
121,"0000-01-06 00:30:00",0,2.852,1.914,6.852,6.64,101122.71,0.122,0,0,-57.688,22.377
122,"0000-01-06 01:30:00",0,2.87,1.885,7.004,6.677,101137.975,0.103,0,0,-52.694,45.151
123,"0000-01-06 02:30:00",0,2.805,1.854,6.905,6.947,101145.568,0.066,0,0,-45.431,63.257
124,"0000-01-06 03:30:00",0,2.748,1.814,6.875,6.886,101142.424,0.052,0,0,-36.995,77.928
125,"0000-01-06 04:30:00",0,2.686,1.757,6.934,6.707,101150.095,0.039,0,0,-28.1,90.557
126,"0000-01-06 05:30:00",0,2.732,1.722,6.905,6.8,101168.833,0.058,0,0,-19.212,102.179
127,"0000-01-06 06:30:00",0,2.715,1.759,6.85,6.633,101198.342,0.073,0,0,-10.698,113.496
128,"0000-01-06 07:30:00",0.486,2.692,1.781,6.76,6.474,101240.136,0.073,0.485,0,-2.892,125.028
129,"0000-01-06 08:30:00",19.295,2.916,1.808,6.689,6.093,101294.014,0.02,16.527,2.768,3.856,137.128
130,"0000-01-06 09:30:00",57.975,3.351,1.975,6.775,6.446,101332.298,0.018,43.072,14.902,9.176,150
131,"0000-01-06 10:30:00",88.306,3.792,2.169,6.821,6.375,101342.136,0.035,60.793,27.512,12.704,163.64
132,"0000-01-06 11:30:00",100.714,4.133,2.295,6.94,6.764,101332.134,0.028,70.214,30.502,14.154,177.799
133,"0000-01-06 12:30:00",96.498,4.299,2.432,7.062,6.654,101318.173,0.02,66.655,29.844,13.391,192.035
134,"0000-01-06 13:30:00",70.287,4.315,2.489,6.866,6.502,101316.377,0.041,51.187,19.099,10.485,205.877
135,"0000-01-06 14:30:00",34.234,3.96,2.461,6.522,6.575,101334.256,0.089,27.238,6.994,5.691,219.005
136,"0000-01-06 15:30:00",4.831,3.506,2.357,6.422,6.279,101353.689,0.081,4.767,0.066,-0.65,231.338
137,"0000-01-06 16:30:00",0,3.213,2.297,6.192,6.307,101364.916,0.058,0,0,-8.163,243.02
138,"0000-01-06 17:30:00",0,2.997,2.344,6.128,6.889,101378.468,0.072,0,0,-16.489,254.368
139,"0000-01-06 18:30:00",0,2.855,2.195,6.113,6.747,101390.471,0.181,0,0,-25.292,265.84
140,"0000-01-06 19:30:00",0,2.843,2.115,6.177,7.053,101397.204,0.144,0,0,-34.219,278.079
141,"0000-01-06 20:30:00",0,2.763,1.995,6.143,7.27,101401.105,0.144,0,0,-42.848,291.999
142,"0000-01-06 21:30:00",0,2.738,1.887,6.151,7.314,101399.997,0.167,0,0,-50.555,308.891
143,"0000-01-06 22:30:00",0,2.729,1.834,6.224,6.784,101399.776,0.048,0,0,-56.37,330.159
144,"0000-01-06 23:30:00",0,2.674,1.78,6.206,7.286,101391.494,0.076,0,0,-59.002,316.919
145,"0000-01-07 00:30:00",0,2.621,1.727,6.177,7.238,101397.617,0.074,0,0,-57.597,22.139
146,"0000-01-07 01:30:00",0,2.57,1.638,6.143,7.273,101408.065,0.096,0,0,-52.633,44.911
147,"0000-01-07 02:30:00",0,2.472,1.577,6.14,7.155,101407.29,0.062,0,0,-45.391,63.04
148,"0000-01-07 03:30:00",0,2.452,1.507,6.239,6.485,101397.948,0.064,0,0,-36.965,77.734
149,"0000-01-07 04:30:00",0,2.428,1.428,6.237,6.298,101396.603,0.1,0,0,-28.071,90.38
150,"0000-01-07 05:30:00",0,2.441,1.33,6.119,6.539,101404.603,0.043,0,0,-19.181,102.015
151,"0000-01-07 06:30:00",0,2.373,1.359,6.022,6.323,101479.674,0.015,0,0,-10.662,113.338
152,"0000-01-07 07:30:00",0.439,2.405,1.432,5.994,6.395,101508.625,0.023,0.438,0,-2.844,124.875
153,"0000-01-07 08:30:00",17.147,2.656,1.533,6.055,6.281,101535.009,0.019,15.853,1.294,3.921,136.981
154,"0000-01-07 09:30:00",51.987,3.141,1.749,6.186,6.719,101555.975,0.021,44.377,7.609,9.258,149.861
155,"0000-01-07 10:30:00",81.471,3.595,1.964,6.413,6.966,101543.96,0.053,62.316,19.155,12.807,163.514
156,"0000-01-07 11:30:00",95.263,3.935,2.174,6.719,6.987,101511.942,0.046,67.704,27.558,14.275,177.69
157,"0000-01-07 12:30:00",89.298,4.114,2.367,6.976,6.986,101497.889,0.047,64.273,25.025,13.526,191.948
158,"0000-01-07 13:30:00",64.904,4.05,2.532,7.005,7.012,101478.708,0.071,49.488,15.419,10.633,205.812
159,"0000-01-07 14:30:00",31.569,3.889,2.607,6.829,6.865,101487.236,0.086,25.671,5.897,5.845,218.963
160,"0000-01-07 15:30:00",4.152,3.732,2.661,6.803,6.84,101499.926,0.069,3.846,0.307,-0.492,231.312
161,"0000-01-07 16:30:00",0,3.65,2.779,6.738,6.941,101506.019,0.074,0,0,-8.003,243.008
162,"0000-01-07 17:30:00",0,3.567,2.925,6.758,7.033,101506.356,0.084,0,0,-16.329,254.365
163,"0000-01-07 18:30:00",0,3.442,2.815,6.723,6.97,101507.406,0.099,0,0,-25.131,265.841
164,"0000-01-07 19:30:00",0,3.4,2.708,6.646,6.942,101502.996,0.108,0,0,-34.058,278.08
165,"0000-01-07 20:30:00",0,3.455,2.622,6.684,6.66,101501.651,0.1,0,0,-42.687,291.988
166,"0000-01-07 21:30:00",0,3.41,2.528,6.807,6.581,101493.455,0.047,0,0,-50.396,308.848
167,"0000-01-07 22:30:00",0,3.341,2.415,6.876,6.689,101486.4,0.042,0,0,-56.22,330.053
168,"0000-01-07 23:30:00",0,3.33,2.309,6.955,6.344,101469.124,0.092,0,0,-58.875,320.056
169,"0000-01-08 00:30:00",0,3.258,2.274,6.895,6.454,101443.089,0.132,0,0,-57.501,21.903
170,"0000-01-08 01:30:00",0,3.238,2.238,6.941,6.664,101438.594,0.106,0,0,-52.568,44.672
171,"0000-01-08 02:30:00",0,3.241,2.214,7.117,7.122,101430.024,0.092,0,0,-45.346,62.821
172,"0000-01-08 03:30:00",0,3.06,2.029,6.992,6.654,101417.33,0.119,0,0,-36.933,77.534
173,"0000-01-08 04:30:00",0,3.124,2.157,7.021,6.894,101400.368,0.059,0,0,-28.098,90.127
174,"0000-01-08 05:30:00",0,3.138,2.143,7.136,6.723,101397.961,0.045,0,0,-19.125,101.873
175,"0000-01-08 06:30:00",0,3.038,2.158,7.242,6.416,101413.422,0.054,0,0,-10.617,113.179
176,"0000-01-08 07:30:00",0.501,2.988,2.183,7.103,6.584,101437.567,0.098,0.499,0.002,-2.787,124.722
177,"0000-01-08 08:30:00",19.67,3.19,2.244,7.007,6.425,101469.416,0.103,17.393,2.278,3.994,136.835
178,"0000-01-08 09:30:00",57.198,3.739,2.376,7.108,6.606,101499.625,0.061,46.529,10.669,9.349,149.723
179,"0000-01-08 10:30:00",91.029,4.202,2.532,7.253,6.403,101489.33,0.035,68.11,22.918,12.918,163.389
180,"0000-01-08 11:30:00",105.584,4.484,2.66,7.39,6.492,101468.993,0.049,74.817,30.765,14.403,177.585
181,"0000-01-08 12:30:00",100.861,4.604,2.778,7.454,6.303,101447.272,0.108,67.87,32.992,13.67,191.865
182,"0000-01-08 13:30:00",71.8,4.526,2.825,7.175,6.189,101443.952,0.201,51.368,20.432,10.787,205.753
183,"0000-01-08 14:30:00",36.929,4.302,2.783,6.999,5.735,101454.118,0.235,27.862,9.068,6.006,218.927
184,"0000-01-08 15:30:00",4.877,3.937,2.714,6.846,6.534,101472.074,0.187,4.576,0.301,-0.328,231.293
185,"0000-01-08 16:30:00",0,3.686,2.685,6.92,6.211,101477.778,0.101,0,0,-7.837,243.004
186,"0000-01-08 17:30:00",0,3.499,2.678,6.924,5.555,101480.298,0.077,0,0,-16.164,254.371
187,"0000-01-08 18:30:00",0,3.324,2.554,6.944,5.362,101491.802,0.045,0,0,-24.966,265.853
188,"0000-01-08 19:30:00",0,3.171,2.452,6.859,5.345,101491.633,0.09,0,0,-33.893,278.092
189,"0000-01-08 20:30:00",0,3.038,2.326,6.706,5.008,101488.07,0.092,0,0,-42.521,291.99
190,"0000-01-08 21:30:00",0,2.952,2.198,6.799,4.744,101483.068,0.073,0,0,-50.231,308.82
191,"0000-01-08 22:30:00",0,2.901,2.089,6.691,5.31,101470.025,0.083,0,0,-56.062,329.964
192,"0000-01-08 23:30:00",0,2.766,1.976,6.362,5.516,101448.413,0.071,0,0,-58.735,319.88
193,"0000-01-09 00:30:00",0,2.71,1.882,6.376,5.63,101423.541,0.063,0,0,-57.394,21.668
194,"0000-01-09 01:30:00",0,2.667,1.816,6.404,5.516,101416.439,0.063,0,0,-52.49,44.428
195,"0000-01-09 02:30:00",0,2.714,1.797,6.406,5.894,101387.826,0.103,0,0,-45.29,62.597
196,"0000-01-09 03:30:00",0,2.775,1.769,6.601,5.887,101365.388,0.073,0,0,-36.887,77.335
197,"0000-01-09 04:30:00",0,2.803,1.78,6.855,5.637,101338.667,0.082,0,0,-27.999,90.017
198,"0000-01-09 05:30:00",0,2.89,1.77,6.944,6.029,101331.611,0.083,0,0,-19.101,101.675
199,"0000-01-09 06:30:00",0,2.892,1.851,7.093,5.567,101335.517,0.068,0,0,-10.563,113.017
200,"0000-01-09 07:30:00",0.463,2.855,1.874,7.071,5.671,101360.306,0.065,0.461,0.001,-2.722,124.566
201,"0000-01-09 08:30:00",20.448,3.108,1.972,7.169,5.924,101389.424,0.086,17.65,2.798,4.074,136.686
202,"0000-01-09 09:30:00",64.226,3.558,2.185,7.283,5.995,101409.719,0.053,47.287,16.94,9.448,149.585
203,"0000-01-09 10:30:00",98.55,3.984,2.398,7.342,5.995,101409.422,0.05,67.589,30.96,13.036,163.265
204,"0000-01-09 11:30:00",109.986,4.346,2.52,7.452,6.235,101441.111,0.033,73.161,36.826,14.537,177.481
205,"0000-01-09 12:30:00",105.35,4.598,2.711,7.483,6.029,101362.529,0.047,69.32,36.027,13.82,191.786
206,"0000-01-09 13:30:00",79.537,4.6,2.782,7.266,5.945,101365.43,0.028,54.297,25.239,10.947,205.698
207,"0000-01-09 14:30:00",37.162,4.362,2.777,7.138,6.34,101383.415,0.068,28.768,8.393,6.172,218.894
208,"0000-01-09 15:30:00",5.147,3.965,2.695,6.92,6.308,101400.762,0.069,4.867,0.279,-0.16,231.281
209,"0000-01-09 16:30:00",0.01,3.714,2.641,6.782,6.105,101424.071,0.088,0.01,0,-7.668,243.006
210,"0000-01-09 17:30:00",0.012,3.483,2.661,6.621,6.311,101442.807,0.074,0.012,0,-15.994,254.383
211,"0000-01-09 18:30:00",0.012,3.356,2.514,6.486,6.151,101458.369,0.078,0.012,0,-24.796,265.872
212,"0000-01-09 19:30:00",0.005,3.302,2.354,6.347,6.471,101467.505,0.081,0.005,0,-33.724,278.111
213,"0000-01-09 20:30:00",0.005,3.314,2.258,6.245,6.615,101472.331,0.071,0.005,0,-42.351,291.999
214,"0000-01-09 21:30:00",0.007,3.337,2.123,6.314,6.063,101472.933,0.081,0.007,0,-50.061,308.801
215,"0000-01-09 22:30:00",0.012,3.236,2.001,6.463,5.739,101475.621,0.079,0.012,0,-55.897,329.883
216,"0000-01-09 23:30:00",0.012,3.209,1.879,6.541,5.327,101470.161,0.077,0.012,0,-58.588,331.549
217,"0000-01-10 00:30:00",0.01,3.107,1.776,6.384,5.715,101470.799,0.063,0.01,0,-57.277,21.433
218,"0000-01-10 01:30:00",0.012,3.131,1.758,6.495,6.151,101476.01,0.049,0.012,0,-52.406,44.183
219,"0000-01-10 02:30:00",0.012,3.062,1.751,6.609,5.858,101480.421,0.053,0.012,0,-45.229,62.37
220,"0000-01-10 03:30:00",0.012,2.991,1.711,6.484,6.214,101475.883,0.056,0.012,0,-36.836,77.129
221,"0000-01-10 04:30:00",0.01,2.944,1.694,6.367,5.27,101471.766,0.057,0.01,0,-27.951,89.829
222,"0000-01-10 05:30:00",0.012,2.92,1.657,6.438,5.774,101483.446,0.041,0.012,0,-19.049,101.5
223,"0000-01-10 06:30:00",0.013,2.864,1.683,6.353,6.164,101506.598,0.032,0.013,0,-10.503,112.852
224,"0000-01-10 07:30:00",0.917,2.823,1.739,6.322,5.79,101537.061,0.063,0.895,0.023,-2.65,124.409
225,"0000-01-10 08:30:00",26.302,3.09,1.866,6.513,5.585,101567.689,0.056,20.528,5.773,4.162,136.537
226,"0000-01-10 09:30:00",79.478,3.596,2.068,6.686,5.274,101588.993,0.045,52.512,26.966,9.554,149.446
227,"0000-01-10 10:30:00",117.026,4.088,2.234,6.873,5.281,101593.067,0.089,72.424,44.602,13.16,163.142
228,"0000-01-10 11:30:00",135.349,4.469,2.466,6.962,5.879,101575.753,0.136,80.355,54.994,14.679,177.378
229,"0000-01-10 12:30:00",117.344,4.535,2.557,6.909,5.875,101562.73,0.074,77.467,39.878,13.977,191.709
230,"0000-01-10 13:30:00",82.596,4.43,2.525,6.955,5.752,101562.195,0.022,57.628,24.968,11.115,205.648
231,"0000-01-10 14:30:00",43.646,4.085,2.43,6.845,6.197,101578.977,0.051,32.743,10.904,6.344,218.867
232,"0000-01-10 15:30:00",6.344,3.511,2.281,6.723,5.331,101590.364,0.096,5.834,0.51,0.014,231.273
233,"0000-01-10 16:30:00",0,3.168,2.169,6.675,5.176,101598.009,0.107,0,0,-7.493,243.013
234,"0000-01-10 17:30:00",0,2.948,2.132,6.701,5.596,101621.11,0.091,0,0,-15.819,254.4
235,"0000-01-10 18:30:00",0,2.839,2.011,6.87,5.84,101632.499,0.155,0,0,-24.636,265.916
236,"0000-01-10 19:30:00",0,2.741,1.927,6.592,6.03,101646.51,0.05,0,0,-33.551,278.136
237,"0000-01-10 20:30:00",0.007,2.708,1.827,6.461,6.012,101657.856,0.049,0.007,0,-42.176,292.016
