"ID","Local","Irradiance_[W/m^2]","T_ambient_[Degrees Celsius]","T_ground_[Degrees Celsius]","Wind_[m/s]","Cloud_[okta]","Pressure_[Pa]","Rain_[mm/hr]","Diffuse_[W/m^2]","Direct_[W/m^2]","Elevation_[Degrees]","Azimuth_[Degrees]"
5411,"0000-08-13 10:30:00",522.3,20.547,17.107,6.366,4.505,101373.016,0.131,253.204,267.65,48.958,154.36
5412,"0000-08-13 11:30:00",521.259,20.96,17.473,6.455,4.845,101374.568,0.062,254.612,263.613,51.183,176.786
5413,"0000-08-13 12:30:00",504.788,21.221,18.066,6.452,5.122,101378.488,0.064,255.583,245.062,49.89,199.609
5414,"0000-08-13 13:30:00",446.948,21.085,18.31,6.481,4.816,101379.55,0.075,220.639,219.007,45.406,220.187
5415,"0000-08-13 14:30:00",384.265,21.055,18.56,6.231,4.57,101373.182,0.083,191.696,185.355,38.651,237.56
5416,"0000-08-13 15:30:00",307.586,21.019,18.83,6.097,5.004,101371.633,0.131,163.486,138.563,30.54,252.24
5417,"0000-08-13 16:30:00",211.394,20.349,18.822,5.971,4.727,101364.816,0.119,124.386,83.27,21.763,265.16
5418,"0000-08-13 17:30:00",115.346,19.634,19.007,5.5,4.265,101368.693,0.041,74.586,38.834,12.813,277.158
5419,"0000-08-13 18:30:00",30.471,18.324,18.022,4.801,4.531,101385.509,0.017,24.485,5.299,4.09,288.911
5420,"0000-08-13 19:30:00",0.371,17.197,17.024,4.321,4.332,101391.923,0.004,0.354,0,-4.033,300.963
5421,"0000-08-13 20:30:00",0,16.488,16.14,4.31,4.601,101422.246,0.058,0,0,-11.156,313.741
5422,"0000-08-13 21:30:00",0,15.964,15.324,4.249,4.06,101420.286,0.083,0,0,-16.846,327.523
5423,"0000-08-13 22:30:00",0,15.709,14.687,4.289,3.939,101413.142,0.052,0,0,-20.654,342.329
5424,"0000-08-13 23:30:00",0,15.255,13.977,4.367,4.025,101382.759,0.048,0,0,-22.21,318.172
5425,"0000-08-14 00:30:00",0,15.087,13.83,4.257,4.865,101387.062,0.096,0,0,-21.339,13.464
5426,"0000-08-14 01:30:00",0,14.972,13.739,4.266,4.813,101371.551,0.113,0,0,-18.143,28.521
5427,"0000-08-14 02:30:00",0,14.703,13.602,4.219,5.144,101355.592,0.158,0,0,-12.949,42.611
5428,"0000-08-14 03:30:00",0,14.572,13.489,4.198,4.974,101330.365,0.232,0,0,-6.192,55.664
5429,"0000-08-14 04:30:00",9.338,14.84,13.455,4.252,6.016,101352.327,0.27,8.354,0.686,1.681,67.9
5430,"0000-08-14 05:30:00",64.95,15.765,13.666,4.357,5.653,101363.428,0.119,50.515,13.368,10.259,79.706
5431,"0000-08-14 06:30:00",151.888,16.96,14.378,4.595,5.804,101374.125,0.138,100.981,48.836,19.165,91.599
5432,"0000-08-14 07:30:00",252.681,18.086,14.992,4.983,5.307,101386.778,0.094,155.202,95.471,28.012,104.211
5433,"0000-08-14 08:30:00",365.792,19.148,15.766,5.225,5.526,101401.142,0.113,200.103,160.727,36.335,118.332
5434,"0000-08-14 09:30:00",452.337,20.015,16.465,5.371,5.273,101402.202,0.064,225.088,221.18,43.508,134.879
5435,"0000-08-14 10:30:00",513.333,20.789,17.061,5.589,5.131,101400.816,0.071,251.412,254.675,48.674,154.549
5436,"0000-08-14 11:30:00",532.144,21.251,17.511,5.711,4.987,101398.163,0.042,264.355,260.361,50.878,176.873
5437,"0000-08-14 12:30:00",536.077,21.617,18.01,5.76,5.58,101390.654,0.06,260.891,268.494,49.58,199.58
5438,"0000-08-14 13:30:00",469.69,21.743,18.494,5.824,5.258,101386.773,0.096,244.139,219.125,45.107,220.073
5439,"0000-08-14 14:30:00",385.181,21.614,18.736,5.859,5.641,101383.428,0.374,214.652,164.713,38.364,237.404
5440,"0000-08-14 15:30:00",299.781,21.265,18.949,5.664,5.224,101384.982,0.249,165.386,132.091,30.265,252.072
5441,"0000-08-14 16:30:00",199.142,20.737,19.179,5.402,5.261,101378.572,0.1,121.106,75.849,21.491,264.995
5442,"0000-08-14 17:30:00",104.57,19.967,19.329,5.158,5.122,101385.061,0.01,70.168,33.461,12.541,277.001
5443,"0000-08-14 18:30:00",25.418,18.677,18.324,4.704,4.825,101407.265,0.014,20.915,4.188,3.812,288.768
5444,"0000-08-14 19:30:00",0.2,17.5,17.274,4.327,4.909,101436.163,0.025,0.188,0,-4.319,300.838
5445,"0000-08-14 20:30:00",0,16.9,16.532,4.225,5.048,101444.203,0.075,0,0,-11.452,313.643
5446,"0000-08-14 21:30:00",0,16.411,15.838,4.265,5.424,101443.183,0.043,0,0,-17.153,327.461
5447,"0000-08-14 22:30:00",0,16.125,15.22,4.324,4.903,101433.877,0.071,0,0,-20.966,342.315
5448,"0000-08-14 23:30:00",0,15.943,14.67,4.355,4.633,101421.917,0.131,0,0,-22.52,318.214
5449,"0000-08-15 00:30:00",0,15.832,14.532,4.555,5.222,101405.384,0.121,0,0,-21.639,13.56
5450,"0000-08-15 01:30:00",0,15.682,14.43,4.552,5.389,101397.262,0.076,0,0,-18.425,28.664
5451,"0000-08-15 02:30:00",0,15.559,14.279,4.598,5.932,101406.958,0.029,0,0,-13.214,42.785
5452,"0000-08-15 03:30:00",0,15.403,14.225,4.552,5.702,101402.799,0.009,0,0,-6.439,55.863
5453,"0000-08-15 04:30:00",8.137,15.446,14.13,4.4,5.159,101416.58,0.091,7.708,0.334,1.449,68.114
5454,"0000-08-15 05:30:00",61.718,16.336,14.275,4.411,5.201,101434.859,0.007,50.962,10.214,10.037,79.934
5455,"0000-08-15 06:30:00",163.37,17.615,14.945,4.867,4.94,101426.676,0.03,107.296,54.51,19.035,91.957
5456,"0000-08-15 07:30:00",276.952,18.825,15.742,5.248,4.825,101443.67,0.109,157.402,117.131,27.791,104.463
5457,"0000-08-15 08:30:00",378.86,19.833,16.4,5.403,4.78,101462.69,0.073,193.878,182.135,36.1,118.588
5458,"0000-08-15 09:30:00",454.539,20.674,16.995,5.589,5.324,101475.914,0.18,234.489,220.468,43.249,135.124
5459,"0000-08-15 10:30:00",490.332,21.21,17.545,5.76,5.351,101473.342,0.037,264.366,228.614,48.387,154.74
5460,"0000-08-15 11:30:00",488.836,21.521,17.836,5.871,5.858,101475.015,0.073,267.015,228.127,50.568,176.964
5461,"0000-08-15 12:30:00",488.459,21.639,18.149,5.916,5.838,101478.607,0.073,258.413,235.745,49.266,199.552
5462,"0000-08-15 13:30:00",440.161,21.61,18.506,6.106,5.396,101474.239,0.097,238.263,205.464,44.803,219.96
5463,"0000-08-15 14:30:00",393.166,21.505,18.834,6.19,5.53,101472.24,0.017,203.365,196.641,38.073,237.251
5464,"0000-08-15 15:30:00",305.925,21.094,18.965,6.045,4.911,101474.486,0.015,167.734,143.55,29.985,251.906
5465,"0000-08-15 16:30:00",213.526,20.566,19.151,5.853,4.946,101473.343,0.014,119.565,96.261,21.215,264.83
5466,"0000-08-15 17:30:00",104.142,19.698,19.214,5.276,4.369,101475.671,0.044,71.918,32.943,12.266,276.844
5467,"0000-08-15 18:30:00",25.325,18.376,18.23,4.566,4.535,101498.242,0.015,20.963,4.326,3.531,288.624
5468,"0000-08-15 19:30:00",0.13,17.321,17.239,4.118,4.506,101524.241,0.075,0.115,0,-4.609,300.714
5469,"0000-08-15 20:30:00",0,16.67,16.369,4.026,4.665,101531.79,0.026,0,0,-11.754,313.544
5470,"0000-08-15 21:30:00",0,16.253,15.652,3.872,4.607,101537.421,0.1,0,0,-17.463,327.399
5471,"0000-08-15 22:30:00",0,15.888,14.961,3.815,5.289,101538.034,0.318,0,0,-21.281,342.303
5472,"0000-08-15 23:30:00",0,15.617,14.298,3.739,4.91,101527.873,0.183,0,0,-22.833,318.259
5473,"0000-08-16 00:30:00",0,15.356,14.167,3.812,5.217,101512.487,0.128,0,0,-21.941,13.66
5474,"0000-08-16 01:30:00",0,15.115,14.003,3.813,4.934,101505.384,0.026,0,0,-18.709,28.81
5475,"0000-08-16 02:30:00",0,14.819,13.774,3.835,5.325,101491.1,0.013,0,0,-13.475,42.967
5476,"0000-08-16 03:30:00",0,14.72,13.592,3.849,5.841,101490.899,0.024,0,0,-6.68,56.066
5477,"0000-08-16 04:30:00",7.315,14.838,13.44,3.94,5.494,101508.775,0.126,6.884,0.276,1.224,68.334
5478,"0000-08-16 05:30:00",57.748,15.609,13.536,4.053,5.127,101522.491,0.178,46.645,9.864,9.821,80.167
5479,"0000-08-16 06:30:00",145.951,16.857,14.202,4.329,5.355,101543.262,0.155,95.618,47.34,18.732,92.086
5480,"0000-08-16 07:30:00",252.234,18.082,14.979,4.737,5.863,101555.141,0.197,145.381,102.37,27.567,104.718
5481,"0000-08-16 08:30:00",349.037,19.024,15.633,4.972,5.6,101565.14,0.064,194.174,149.171,35.862,118.849
5482,"0000-08-16 09:30:00",434.449,19.847,16.148,4.994,5.542,101595.279,0.033,222.348,206.584,42.987,135.371
5483,"0000-08-16 10:30:00",490.221,20.442,16.659,5.194,5.391,101583.808,0.056,248.634,236.883,48.096,154.934
5484,"0000-08-16 11:30:00",506.355,20.802,16.982,5.368,5.854,101561.139,0.066,264.137,238.785,50.255,177.056
5485,"0000-08-16 12:30:00",494.831,20.921,17.468,5.53,5.953,101557.18,0.016,262.132,229.682,48.947,199.528
5486,"0000-08-16 13:30:00",439.049,20.95,17.9,5.638,5.567,101546.895,0.053,236.351,199.322,44.494,219.85
5487,"0000-08-16 14:30:00",375.79,20.76,18.113,5.498,5.861,101539.624,0.061,199.422,176.27,37.772,237.108
5488,"0000-08-16 15:30:00",288.412,20.283,18.25,5.394,5.469,101531.305,0.071,159.3,130.111,29.701,251.74
5489,"0000-08-16 16:30:00",190.979,19.679,18.309,5.296,5.61,101523.674,0.045,116.688,74.149,20.935,264.665
5490,"0000-08-16 17:30:00",99.718,18.808,18.348,5.05,5.131,101527.592,0.076,64.99,34.44,11.985,276.687
5491,"0000-08-16 18:30:00",22.838,17.457,17.398,4.467,5.289,101540.775,0.135,18.785,3.91,3.245,288.48
5492,"0000-08-16 19:30:00",0.136,16.527,16.44,4.023,4.923,101558.694,0.121,0.125,0,-4.903,300.589
5493,"0000-08-16 20:30:00",0,15.907,15.597,3.855,4.922,101560.286,0.142,0,0,-12.059,313.446
5494,"0000-08-16 21:30:00",0,15.419,14.809,3.81,4.487,101554.979,0.057,0,0,-17.778,327.339
5495,"0000-08-16 22:30:00",0,15.121,14.137,3.796,4.711,101540.528,0.123,0,0,-21.601,342.292
5496,"0000-08-16 23:30:00",0,14.834,13.438,3.878,4.947,101516.527,0.042,0,0,-23.15,318.306
5497,"0000-08-17 00:30:00",0,14.534,13.179,3.894,4.96,101491.997,0.092,0,0,-22.247,13.763
5498,"0000-08-17 01:30:00",0,14.448,13.063,3.899,5.633,101470.241,0.055,0,0,-18.997,28.961
5499,"0000-08-17 02:30:00",0,14.331,12.943,3.795,5.759,101447.794,0.061,0,0,-13.742,43.151
5500,"0000-08-17 03:30:00",0,14.235,12.861,3.843,5.975,101427.918,0.059,0,0,-6.927,56.272
5501,"0000-08-17 04:30:00",7.128,14.33,12.706,3.84,5.609,101419.183,0.049,6.68,0.334,0.993,68.557
5502,"0000-08-17 05:30:00",55.341,15.283,12.728,3.788,5.561,101429.142,0.047,46.345,8.846,9.599,80.403
5503,"0000-08-17 06:30:00",146.599,16.558,13.387,4.051,5.632,101438.083,0.044,99.952,47.554,18.512,92.334
5504,"0000-08-17 07:30:00",246.152,17.776,14.052,4.443,5.428,101448.491,0.031,147.533,101.877,27.342,104.977
5505,"0000-08-17 08:30:00",336.838,18.78,14.628,4.712,5.282,101450.167,0.038,191.063,152.22,35.62,119.112
5506,"0000-08-17 09:30:00",424.299,19.703,15.248,4.951,5.222,101439.469,0.079,221.687,212.6,42.722,135.621
5507,"0000-08-17 10:30:00",469.569,20.142,15.868,5.181,5.242,101429.385,0.169,237.418,241.81,47.802,155.132
5508,"0000-08-17 11:30:00",501.744,20.504,16.35,5.397,5.514,101420.896,0.145,241.767,269.673,49.939,177.152
5509,"0000-08-17 12:30:00",459.219,20.637,16.843,5.519,5.49,101408.571,0.092,246.935,222.414,48.626,199.505
5510,"0000-08-17 13:30:00",397.475,20.568,17.255,5.576,5.689,101393.673,0.18,223.172,181.303,44.181,219.741
5511,"0000-08-17 14:30:00",357.244,20.592,17.625,5.795,5.469,101374.325,0.106,199.185,164.544,37.478,236.947
5512,"0000-08-17 15:30:00",267.442,20.136,17.942,5.902,5.495,101367.592,0.152,150.751,122.299,29.411,251.574
5513,"0000-08-17 16:30:00",180.266,19.653,18.156,5.618,5.216,101354.244,0.214,107.395,76.471,20.651,264.5
5514,"0000-08-17 17:30:00",95.899,18.835,18.361,5.097,4.936,101350.774,0.122,64.292,33.173,11.7,276.531
5515,"0000-08-17 18:30:00",22.266,17.53,17.445,4.507,4.441,101361.512,0.065,18.207,4.144,2.956,288.336
5516,"0000-08-17 19:30:00",0.106,16.612,16.585,4.336,4.135,101385.513,0.044,0.094,0,-5.201,300.463
5517,"0000-08-17 20:30:00",0,16.006,15.83,4.277,4.596,101389.183,0.068,0,0,-12.368,313.348
5518,"0000-08-17 21:30:00",0,15.678,15.142,4.247,4.548,101382.367,0.12,0,0,-18.097,327.279
5519,"0000-08-17 22:30:00",0,15.369,14.462,4.218,4.601,101373.835,0.026,0,0,-21.926,342.282
5520,"0000-08-17 23:30:00",0,15.101,13.83,4.215,4.558,101361.389,0.043,0,0,-23.471,318.356
5521,"0000-08-18 00:30:00",0,14.876,13.67,4.275,4.849,101344.043,0.033,0,0,-22.556,13.87
5522,"0000-08-18 01:30:00",0,14.724,13.595,4.103,5.035,101320.085,0.056,0,0,-19.287,29.115
5523,"0000-08-18 02:30:00",0,14.563,13.439,4.112,4.699,101300.656,0.034,0,0,-14.011,43.338
5524,"0000-08-18 03:30:00",0,14.508,13.374,4.145,4.947,101289.594,0.043,0,0,-7.176,56.485
5525,"0000-08-18 04:30:00",6.039,14.518,13.32,4.169,4.49,101298.043,0.101,5.811,0.303,0.76,68.784
5526,"0000-08-18 05:30:00",57.492,15.447,13.46,4.313,4.66,101313.96,0.216,46.338,11.883,9.375,80.644
5527,"0000-08-18 06:30:00",147.531,16.729,14.163,4.59,4.628,101315.47,0.069,95.385,53.559,18.291,92.586
5528,"0000-08-18 07:30:00",244.421,17.895,14.865,4.865,4.91,101321.429,0.09,140.328,106.355,27.115,105.239
5529,"0000-08-18 08:30:00",341.671,19.093,15.483,4.98,4.588,101335.876,0.024,184.927,160.502,35.376,119.379
5530,"0000-08-18 09:30:00",433.174,19.942,16.031,5.184,4.84,101336.652,0.096,214.187,219.769,42.454,135.873
5531,"0000-08-18 10:30:00",473.156,20.642,16.544,5.336,5.076,101329.225,0.041,245.689,227.865,47.505,155.331
5532,"0000-08-18 11:30:00",501.28,21.062,16.948,5.572,5.217,101321.344,0.136,247.677,255.485,49.62,177.249
5533,"0000-08-18 12:30:00",483.735,21.336,17.388,5.722,5.017,101314.529,0.072,246.312,243.9,48.301,199.485
5534,"0000-08-18 13:30:00",418.324,21.329,17.757,5.732,5.148,101306.367,0.152,227.753,199.019,43.864,219.635
5535,"0000-08-18 14:30:00",371.374,21.378,18.124,5.759,4.992,101297.51,0.046,197.679,179.545,37.174,236.797
5536,"0000-08-18 15:30:00",301.679,21.143,18.556,5.685,4.637,101288.817,0.019,160.271,143.994,29.117,251.409
5537,"0000-08-18 16:30:00",199.614,20.575,18.867,5.453,4.472,101283.143,0.084,115.761,83.443,20.363,264.335
5538,"0000-08-18 17:30:00",96.285,19.585,19.001,4.975,4.416,101291.064,0.072,65.641,29.938,11.411,276.373
5539,"0000-08-18 18:30:00",20.46,18.264,17.973,4.517,4.326,101319.511,0.037,17.092,3.04,2.661,288.192
5540,"0000-08-18 19:30:00",0.074,17.204,16.985,4.466,4.049,101342.409,0.005,0.072,0,-5.503,300.338
5541,"0000-08-18 20:30:00",0.002,16.588,16.127,4.557,3.934,101352.898,0.086,0,0,-12.682,313.25
5542,"0000-08-18 21:30:00",0.002,16.042,15.342,4.51,3.503,101353.264,0.039,0,0,-18.42,327.22
5543,"0000-08-18 22:30:00",0,15.584,14.553,4.311,2.658,101347.182,0.015,0,0,-22.254,342.276
5544,"0000-08-18 23:30:00",0,15.192,13.816,4.267,3.318,101331.02,0.02,0,0,-23.796,318.408
5545,"0000-08-19 00:30:00",0,14.913,13.635,4.366,3.514,101311.019,0.034,0,0,-22.868,13.98
5546,"0000-08-19 01:30:00",0,14.808,13.49,4.36,4.527,101305.183,0.012,0,0,-19.58,29.273
5547,"0000-08-19 02:30:00",0,14.623,13.337,4.163,4.293,101294.245,0.006,0,0,-14.281,43.53
5548,"0000-08-19 03:30:00",0,14.425,13.18,4.06,4.396,101284.204,0.012,0,0,-7.426,56.7
5549,"0000-08-19 04:30:00",6.742,14.486,13.106,4.106,4.356,101295.754,0.06,6.445,0.276,0.525,69.014
5550,"0000-08-19 05:30:00",64.185,15.557,13.246,4.23,4.403,101327.101,0.081,52.373,13.048,9.15,80.888
5551,"0000-08-19 06:30:00",165.56,17.15,14.142,4.469,4.155,101333.348,0.056,103.719,63.494,18.068,92.84
5552,"0000-08-19 07:30:00",274.589,18.509,14.916,4.845,3.971,101349.143,0.029,146.387,128.397,26.884,105.504
5553,"0000-08-19 08:30:00",383.289,19.649,15.7,5.091,4.003,101361.387,0.066,186.267,194.975,35.131,119.648
5554,"0000-08-19 09:30:00",461.329,20.513,16.348,5.345,4.42,101366.979,0.181,216.959,239.799,42.184,136.128
5555,"0000-08-19 10:30:00",488.477,21.102,16.82,5.495,5.229,101365.918,0.161,243.99,239.484,47.205,155.532
5556,"0000-08-19 11:30:00",492.602,21.49,17.263,5.659,4.791,101365.836,0.503,250.138,239.295,49.296,177.349
5557,"0000-08-19 12:30:00",476.501,21.792,17.53,5.833,5.185,101374.409,0.128,242.806,234.398,47.971,199.468
5558,"0000-08-19 13:30:00",432.061,21.66,17.857,5.92,5.367,101385.553,0.112,227.537,206.994,43.542,219.53
5559,"0000-08-19 14:30:00",364.779,21.41,18.122,5.967,4.858,101384.329,0.082,193.535,174.886,36.866,236.649
5560,"0000-08-19 15:30:00",269.187,20.887,18.387,5.865,5.588,101384.859,0.091,158.341,112.114,28.82,251.245
5561,"0000-08-19 16:30:00",169.3,20.215,18.577,5.43,5.664,101382.9,0.253,108.41,61.372,20.071,264.171
5562,"0000-08-19 17:30:00",83.818,19.364,18.719,4.982,5.38,101397.635,0.101,59.271,23.939,11.119,276.216
5563,"0000-08-19 18:30:00",16.878,18.02,17.796,4.536,5.477,101421.268,0.147,14.555,2.305,2.362,288.047
5564,"0000-08-19 19:30:00",0.064,17.12,16.934,4.188,5.112,101452.736,0.068,0.06,0,-5.809,300.212
5565,"0000-08-19 20:30:00",0,16.602,16.301,4.198,4.854,101459.226,0.045,0,0,-12.999,313.153
5566,"0000-08-19 21:30:00",0,16.15,15.661,4.227,4.687,101464.04,0.118,0,0,-18.746,327.161
5567,"0000-08-19 22:30:00",0,15.983,15.072,4.185,4.595,101458.572,0.063,0,0,-22.585,342.271
5568,"0000-08-19 23:30:00",0,15.675,14.489,4.283,5.053,101452.653,0.031,0,0,-24.124,318.463
5569,"0000-08-20 00:30:00",0,15.454,14.271,4.262,4.968,101436.695,0.039,0,0,-23.183,14.093
5570,"0000-08-20 01:30:00",0,15.35,14.147,4.329,4.531,101431.673,0.014,0,0,-19.875,29.435
5571,"0000-08-20 02:30:00",0,15.205,13.963,4.403,5.136,101428.49,0.038,0,0,-14.554,43.725
5572,"0000-08-20 03:30:00",0,15.059,13.817,4.366,5.218,101427.591,0.016,0,0,-7.678,56.919
5573,"0000-08-20 04:30:00",5.722,15.075,13.665,4.376,5.147,101444.736,0.068,5.445,0.208,0.289,69.248
5574,"0000-08-20 05:30:00",60.165,15.803,13.618,4.365,4.607,101460.654,0.044,50.064,9.469,8.924,81.134
5575,"0000-08-20 06:30:00",166.624,17.111,14.291,4.626,4.821,101480.371,0.059,106.252,60.634,17.843,93.098
5576,"0000-08-20 07:30:00",279.002,18.539,15.031,4.949,5.208,101506.615,0.123,154.522,126.827,26.653,105.773
5577,"0000-08-20 08:30:00",381.642,19.62,15.696,5.437,4.711,101520.573,0.034,189.393,196.489,34.883,119.919
5578,"0000-08-20 09:30:00",446.174,20.384,16.266,5.697,5.2,101535.103,0.108,218.769,226.962,41.893,136.335
5579,"0000-08-20 10:30:00",485.57,21.022,16.78,5.895,5.183,101536.899,0.116,245.326,239.111,46.902,155.736
5580,"0000-08-20 11:30:00",498.462,21.38,17.293,6.107,5.405,101541.921,0.129,247.931,250.675,48.97,177.451
5581,"0000-08-20 12:30:00",481.69,21.632,17.641,6.164,4.755,101539.472,0.104,251.963,229.135,47.637,199.453
5582,"0000-08-20 13:30:00",444.54,21.576,18.097,6.257,5.269,101540.001,0.048,228.846,212.859,43.217,219.429
5583,"0000-08-20 14:30:00",364.887,21.341,18.359,6.156,5.166,101544.817,0.122,198.124,165.639,36.553,236.501
5584,"0000-08-20 15:30:00",288.851,20.83,18.568,5.978,4.881,101547.755,0.204,151.881,137.094,28.517,251.082
5585,"0000-08-20 16:30:00",187.73,20.213,18.736,5.452,4.927,101547.144,0.287,107.835,79.796,19.774,264.007
5586,"0000-08-20 17:30:00",87.683,19.319,18.768,4.979,4.666,101558.084,0.306,58.443,28.606,10.822,276.059
5587,"0000-08-20 18:30:00",17.528,17.936,17.697,4.23,4.397,101582.574,0.276,13.72,3.72,2.06,287.903
5588,"0000-08-20 19:30:00",0.027,16.979,16.665,3.81,4.351,101603.352,0.227,0.028,0,-6.12,300.087
5589,"0000-08-20 20:30:00",0,16.349,15.841,3.579,4.185,101613.474,0.427,0,0,-13.32,313.055
5590,"0000-08-20 21:30:00",0,15.857,15.081,3.585,3.927,101608.537,0.084,0,0,-19.076,327.104
5591,"0000-08-20 22:30:00",0,15.411,14.354,3.639,3.641,101607.314,0.105,0,0,-22.92,342.266
5592,"0000-08-20 23:30:00",0,15.054,13.601,3.657,4.032,101599.923,0.153,0,0,-24.455,318.519
5593,"0000-08-21 00:30:00",0,14.793,13.364,3.678,4.175,101588.249,0.102,0,0,-23.501,14.209
5594,"0000-08-21 01:30:00",0,14.478,13.155,3.738,3.902,101584.166,0.139,0,0,-20.172,29.6
5595,"0000-08-21 02:30:00",0,14.21,12.947,3.892,3.616,101578.005,0.126,0,0,-14.828,43.925
5596,"0000-08-21 03:30:00",0,14.027,12.838,3.894,4.018,101571.107,0.148,0,0,-7.931,57.142
5597,"0000-08-21 04:30:00",5.782,14.052,12.637,3.827,4.522,101582.782,0.133,5.292,0.266,0.052,69.486
5598,"0000-08-21 05:30:00",55.498,14.973,12.832,3.987,4.555,101603.433,0.144,43.106,11.258,8.696,81.384
5599,"0000-08-21 06:30:00",145.963,16.43,13.727,4.253,4.787,101618.044,0.178,93.438,50.648,17.617,93.36
5600,"0000-08-21 07:30:00",252.164,17.865,14.588,4.713,4.805,101629.268,0.127,142.479,106.869,26.42,106.044
5601,"0000-08-21 08:30:00",357.998,18.958,15.331,5.074,4.649,101641.473,0.122,182.112,172.95,34.633,120.194
5602,"0000-08-21 09:30:00",423.294,19.725,15.925,5.121,4.996,101645.677,0.063,213.09,206.284,41.635,136.644
5603,"0000-08-21 10:30:00",474.551,20.403,16.426,5.143,4.751,101638.209,0.095,241.868,229.433,46.596,155.94
5604,"0000-08-21 11:30:00",517.14,20.894,16.824,5.212,5.576,101637.963,0.053,260.372,253.009,48.64,177.554
5605,"0000-08-21 12:30:00",489.305,21.106,17.333,5.385,5.136,101632.043,0.115,251.127,234.45,47.3,199.439
5606,"0000-08-21 13:30:00",437.638,21.151,17.667,5.591,5.384,101624.328,0.088,237.108,197.224,42.887,219.328
5607,"0000-08-21 14:30:00",365.673,21.074,18.043,5.528,5.388,101619.595,0.046,203.701,158.981,36.237,236.355
5608,"0000-08-21 15:30:00",283.198,20.684,18.324,5.503,5.354,101619.269,0.064,159.223,121.501,28.211,250.919
5609,"0000-08-21 16:30:00",172.26,19.93,18.465,5.17,5.542,101611.146,0.06,108.142,61.899,19.474,263.843
5610,"0000-08-21 17:30:00",84.986,19.108,18.507,4.482,4.901,101615.269,0.024,59.107,25.166,10.521,275.902
5611,"0000-08-21 18:30:00",14.917,17.721,17.429,3.844,4.801,101637.025,0.106,12.607,2.154,1.755,287.758
5612,"0000-08-21 19:30:00",0,16.616,16.293,3.601,4.795,101655.351,0.043,0,0,-6.435,299.961
5613,"0000-08-21 20:30:00",0,15.999,15.414,3.563,4.613,101661.148,0.024,0,0,-13.645,312.957
5614,"0000-08-21 21:30:00",0,15.622,14.765,3.573,4.297,101659.924,0.035,0,0,-19.411,327.047
5615,"0000-08-21 22:30:00",0,15.331,14.166,3.698,5.262,101654.167,0.013,0,0,-23.259,342.264
5616,"0000-08-21 23:30:00",0,15.182,13.646,3.901,5.225,101637.719,0.132,0,0,-24.789,318.579
5617,"0000-08-22 00:30:00",0,15.066,13.629,3.93,5.531,101624.004,0.044,0,0,-23.822,14.329
5618,"0000-08-22 01:30:00",0,14.894,13.592,3.907,5.146,101611.102,0.026,0,0,-20.472,29.769
5619,"0000-08-22 02:30:00",0,14.77,13.5,4.008,5.445,101596.898,0.053,0,0,-15.104,44.129
5620,"0000-08-22 03:30:00",0,14.582,13.324,4.043,5.254,101588.409,0.044,0,0,-8.187,57.368
5621,"0000-08-22 04:30:00",4.356,14.478,13.183,4.044,5.506,101600.534,0.069,4.219,0.082,-0.189,69.727
5622,"0000-08-22 05:30:00",51.897,15.132,13.325,4.086,5.878,101632.176,0.111,41.133,10.405,8.466,81.638
5623,"0000-08-22 06:30:00",126.455,16.287,14.147,4.155,5.706,101632.86,0.154,84.934,39.947,17.389,93.624
5624,"0000-08-22 07:30:00",227.171,17.573,14.828,4.358,5.77,101659.359,0.193,128.469,95.654,26.185,106.318
5625,"0000-08-22 08:30:00",327.535,18.678,15.603,4.696,6.205,101656.737,0.098,173.922,149.641,34.381,120.471
5626,"0000-08-22 09:30:00",406.434,19.503,16.188,4.686,5.698,101650.042,0.243,203.52,197.916,41.356,136.905
5627,"0000-08-22 10:30:00",442.16,20.031,16.573,4.931,5.765,101634.857,0.322,230.738,206.359,46.287,156.146
5628,"0000-08-22 11:30:00",437.439,20.305,16.874,5.168,5.563,101628.652,0.384,233.481,197.023,48.306,177.659
5629,"0000-08-22 12:30:00",423.757,20.646,17.251,5.395,5.595,101612.979,0.237,226.914,189.758,46.96,199.428
5630,"0000-08-22 13:30:00",401.235,20.78,17.631,5.434,5.909,101600.815,0.144,221.912,173.175,42.554,219.229
5631,"0000-08-22 14:30:00",328.446,20.579,17.915,5.435,5.718,101591.836,0.261,189.721,132.572,35.916,236.211
5632,"0000-08-22 15:30:00",247.901,20.233,18.128,5.33,5.368,101587.674,0.226,144.251,98.043,27.901,250.758
5633,"0000-08-22 16:30:00",160.949,19.725,18.172,5.037,5.56,101576.371,0.091,103.82,53.941,19.169,263.679
5634,"0000-08-22 17:30:00",78.661,18.903,18.18,4.803,4.956,101586.328,0.036,56.572,21.267,10.217,275.745
5635,"0000-08-22 18:30:00",14.115,17.594,17.246,4.353,5.098,101610.366,0.022,11.81,2.039,1.445,287.613
5636,"0000-08-22 19:30:00",0,16.841,16.391,4.089,4.788,101633.673,0.027,0,0,-6.755,299.835
5637,"0000-08-22 20:30:00",0,16.251,15.648,3.893,4.351,101637.266,0.039,0,0,-13.973,312.86
5638,"0000-08-22 21:30:00",0,15.773,14.948,3.852,4.735,101634.532,0.049,0,0,-19.749,326.991
5639,"0000-08-22 22:30:00",0,15.456,14.395,3.822,4.201,101625.183,0.029,0,0,-23.601,342.263
